"","subj","trial","load","p_size"
"93",702,53,5,1543.95539696699
"94",702,54,3,1636.41079393399
"95",702,55,2,1628.00951474786
"96",702,56,0,1463.02988403211
"97",702,57,3,1552.11462979483
"98",702,58,5,1611.98262032086
"99",702,59,4,1582.69212062257
"100",702,60,1,1550.184375
"101",702,61,0,1479.47840690979
"102",702,62,4,1588.51027703307
"103",702,63,3,1552.98125
"104",702,64,2,1580.10383244207
"105",702,65,1,1592.5623885918
"106",702,66,5,1645.02276785714
"107",702,67,1,1644.08385370205
"108",702,68,4,1625.74308652988
"109",702,69,3,1699.49197145406
"110",702,70,2,1702.63990147783
"111",702,71,5,1635.24241071429
"112",702,72,0,1537.25915996425
"113",702,73,3,1550.57263814617
"114",702,74,0,1605.78902765388
"115",702,75,4,1606.91480820696
"116",702,76,2,1631.49463806971
"117",702,77,1,1662.48573975045
"118",702,78,5,1611.65133928571
"119",702,79,3,1643.12789661319
"120",702,80,1,1669.42940125112
"121",702,81,0,1507.83303571429
"122",702,82,5,1698.4991087344
"123",702,83,2,1650.0625
"124",702,84,4,1686.60838537021
"125",702,85,1,1718.59598214286
"126",702,86,2,1703.62921348315
"127",702,87,4,1671.62689901698
"128",702,88,5,1694.93214285714
"129",702,89,0,1557.02633928571
"130",702,90,3,1603.0017905103
"131",702,91,5,1661.01648841355
"132",702,92,0,1502.10695187166
"133",702,93,3,1634.05476402493
"134",702,94,2,1741.58637577916
"135",702,95,4,1635.60580357143
"136",702,96,1,1786.81071428571
"137",702,97,3,1576.76103646833
"138",702,98,2,1656.4875333927
"139",702,99,0,1480.4362176628
"140",702,100,5,1636.909455843
"141",702,101,4,1613.74976569822
"142",702,102,1,1638.12533452275
"143",702,103,0,1506.772970562
"144",702,104,4,1663.77183600713
"145",702,105,5,1648.46743978591
"146",702,106,3,1657.45535714286
"147",702,107,2,1702.15801253357
"148",702,108,1,1551.68510258698
"149",702,109,5,1642.80169340463
"150",702,110,3,1666.68574199806
"151",702,111,4,1658.67172167707
"152",702,112,1,1777.40622009569
"153",702,113,0,1529.14495985727
"154",702,114,2,1662.37678571429
"155",702,115,0,1608.85071301248
"156",702,116,4,1593.72281639929
"157",702,117,5,1666.363717605
"158",702,118,3,1704.33377896613
"159",702,119,1,1750.12098214286
"160",702,120,2,1685.69821428571
"161",703,1,1,1709.45790458372
"162",703,2,2,1558.67528991971
"163",703,3,3,1031.27098214286
"164",703,4,5,1096.56116071429
"165",703,5,4,897.287756925827
"166",703,6,0,787.685383244207
"167",703,7,3,821.739052725648
"168",703,8,1,1216.35816235504
"169",703,9,4,1418.81534344335
"170",703,10,0,1218.57308377897
"171",703,11,2,1540.55133928571
"172",703,12,5,1753.9584078712
"173",703,13,0,1562.17335115865
"174",703,14,5,1825.28954423592
"175",703,15,4,1790.44012511171
"176",703,16,3,1606.35223214286
"177",703,17,1,1413.66116071429
"178",703,18,2,1480.16458519179
"179",703,19,3,1481.13057040998
"180",703,20,0,1195.87901785714
"181",703,21,1,1381.31700801425
"182",703,22,5,1516.80500894454
"183",703,23,2,1529.69234194123
"184",703,24,4,1813.89490161002
"185",703,25,0,1892.7225691347
"186",703,26,1,1745.78660714286
"187",703,27,4,1714.41992882562
"188",703,28,2,1806.56294642857
"189",703,29,5,1872.84536541889
"190",703,30,3,1695.28010704728
"191",703,31,1,1645.15133928571
"192",703,32,0,1855.73728813559
"193",703,33,4,1843.4745308311
"194",703,34,5,1811.9
"195",703,35,2,1780.69017857143
"196",703,36,3,1785.3143365984
"197",703,37,1,1696.09786476868
"198",703,38,2,1782.19357716325
"199",703,39,0,1712.58303571429
"200",703,40,4,1842.78060768543
"201",703,41,5,1800.5
"202",703,42,3,1942.97147950089
"203",703,43,0,1735.95889186774
"204",703,44,5,1721.36473214286
"205",703,45,1,1689.01204281891
"206",703,46,3,1819.72370766488
"207",703,47,2,1718.10947274352
"208",703,48,4,1840.95636687444
"209",703,49,1,1715.85918003565
"210",703,50,2,1577.63047363718
"211",703,51,5,1911.37767857143
"212",703,52,0,2053.53883928571
"213",703,53,4,2090.12076648841
"214",703,54,3,2073.42959001783
"215",703,55,4,1792.44910714286
"216",703,56,0,1954.33571428571
"217",703,57,1,1825.40401785714
"218",703,58,3,1902.12979482605
"219",703,59,5,2094.11809269162
"220",703,60,2,1916.38382484361
"221",703,61,1,1983.12723214286
"222",703,62,4,1894.68571428571
"223",703,63,0,2038.23348214286
"224",703,64,5,1835.74242424242
"225",703,65,2,1938.96167557932
"226",703,66,3,1823.68096514745
"227",703,67,0,1986.27029438002
"228",703,68,3,2026.12555853441
"229",703,69,1,2098.42201426025
"230",703,70,4,2174.04786729858
"231",703,71,5,2247.84553571429
"232",703,72,2,2150.60434372049
"233",703,73,5,2185.95454545455
"234",703,74,4,2217.84255129349
"235",703,75,3,2147.52228163993
"236",703,76,2,1996.4317573595
"237",703,77,0,1975.86940966011
"238",703,78,1,2101.58474576271
"239",703,79,5,2064.70507117438
"240",703,80,1,1952.77118644068
"241",703,81,3,2038.53158362989
"242",703,82,4,2099.709375
"243",703,83,2,2152.38169642857
"244",703,84,0,1930.90669642857
"245",703,85,4,2143.07110912343
"246",703,86,3,2126.01066666667
"247",703,87,2,2076.14559216385
"248",703,88,1,2087.72301516503
"249",703,89,0,2408.25754716981
"250",703,90,5,2103.53339269813
"251",703,91,0,2108.43106704438
"252",703,92,2,2080.2873100983
"253",703,93,3,2234.30607685433
"254",703,94,4,2136.25400355872
"255",703,95,5,2173.93236714976
"256",703,96,1,2085.30406043437
"257",703,97,4,2087.20320855615
"258",703,98,0,2032.12890276539
"259",703,99,2,2147.46360153257
"260",703,100,5,2202.75939177102
"261",703,101,3,2201.51921358356
"262",703,102,1,2247.38680926916
"263",703,103,0,2050.42016057092
"264",703,104,5,2223.71275646744
"265",703,105,4,2202.82961641392
"266",703,106,3,2169.83928571429
"267",703,107,2,2136.48887900356
"268",703,108,1,2212.97589285714
"269",703,109,3,2290.92232142857
"270",703,110,1,2278.53446647781
"271",703,111,0,2116.88814616756
"272",703,112,4,2236.44196428571
"273",703,113,2,2171.9011627907
"274",703,114,5,2182.21772039181
"275",703,115,1,2113.7181088314
"276",703,116,0,2157.22638146168
"277",703,117,3,2237.71983914209
"278",703,118,4,2208.29330357143
"279",703,119,5,2181.75489323843
"280",703,120,2,2169.98486197685
"281",704,1,4,5079.07301869991
"282",704,2,3,4925.41049085659
"283",704,3,1,4645.42475512021
"284",704,4,5,5029.1677074041
"285",704,5,2,4977.97903657449
"286",704,6,0,4388.85815939279
"287",704,7,1,4678.36387900356
"288",704,8,5,4953.82546749777
"289",704,9,2,4779.44449626866
"290",704,10,3,4915.39358860196
"291",704,11,0,4594.95479962721
"292",704,12,4,4871.7375
"293",704,13,2,4943.06945681211
"294",704,14,3,4882.80782918149
"295",704,15,4,4882.58852313167
"296",704,16,1,4539.18714821764
"297",704,17,5,5200.15271593945
"298",704,18,0,4464.52926829268
"299",704,19,1,4647.33259127338
"300",704,20,5,5114.82483474976
"301",704,21,2,5035.29608192342
"302",704,22,3,5204.94795373666
"303",704,23,0,4380.82637655417
"304",704,24,4,5210.57219251337
"305",704,25,3,5023.39670525378
"306",704,26,1,5102.30714285714
"307",704,27,0,4992.99021352313
"308",704,28,2,4495.06880301602
"309",704,29,4,5129.49421193232
"310",704,30,5,5082.41042780749
"311",704,31,0,4666.16714836223
"312",704,32,5,5128.12333036509
"313",704,33,4,5085.29225978648
"314",704,34,1,4638.12676720075
"315",704,35,3,4997.91147686833
"316",704,36,2,5047.20881567231
"317",704,37,3,5000.15106951872
"318",704,38,5,5090.10347903657
"319",704,39,1,4949.61966192171
"320",704,40,0,5078.50534759358
"321",704,41,4,5133.16165413534
"322",704,42,2,5170.60962566845
"323",704,43,4,5106.62546992481
"324",704,44,2,5082.18108831401
"325",704,45,0,4935.14285714286
"326",704,46,5,5251.0303030303
"327",704,47,3,5182.75822222222
"328",704,48,1,4740.75422974176
"329",704,49,2,4950.87644959857
"330",704,50,1,4496.64444444444
"331",704,51,4,5066.22484416741
"332",704,52,3,5023.96930604982
"333",704,53,5,5168.26046304541
"334",704,54,0,4815.32053571429
"335",704,55,5,5276.43360071301
"336",704,56,2,5084.94957587182
"337",704,57,4,5056.77406417112
"338",704,58,1,4793.92067736185
"339",704,59,3,4960.22346119536
"340",704,60,0,4423.37700534759
"341",704,61,1,4934.66147686833
"342",704,62,3,5023.51335707925
"343",704,63,4,5191.71377777778
"344",704,64,2,4926.44790739092
"345",704,65,5,5287.53832442068
"346",704,66,0,4707.50667853963
"347",704,67,1,5326.38057040998
"348",704,68,0,4596.33837934105
"349",704,69,3,5042.57651245552
"350",704,70,5,5204.01513802315
"351",704,71,2,4797.87687265918
"352",704,72,4,4977.53205699021
"353",704,73,1,5050.49108734403
"354",704,74,2,4894.69973309609
"355",704,75,5,5151.16012488849
"356",704,76,3,5165.46170970614
"357",704,77,0,5008.55342831701
"358",704,78,4,4984.61788256228
"359",704,79,3,5047.08794642857
"360",704,80,2,4682.29252003562
"361",704,81,1,4910.33615316118
"362",704,82,5,4907.60494402985
"363",704,83,4,4934.42698130009
"364",704,84,0,4868.51876675603
"365",704,85,3,5137.44875222816
"366",704,86,1,4872.07613535174
"367",704,87,4,5049.91540516474
"368",704,88,0,4967.04444444444
"369",704,89,2,5291.56361209964
"370",704,90,5,5267.671875
"371",704,91,1,4952.02718360071
"372",704,92,2,4873.34032114184
"373",704,93,3,5117.65213523132
"374",704,94,5,5292.96833184657
"375",704,95,4,5129.98248106061
"376",704,96,0,5218.78055307761
"377",704,97,1,5145.04906333631
"378",704,98,0,4877.52980427046
"379",704,99,3,5181.77207850134
"380",704,100,2,5112.3278322926
"381",704,101,5,5140.5320855615
"382",704,102,4,5187.91698113208
"383",704,103,0,4932.68465655665
"384",704,104,3,5303.55659536542
"385",704,105,5,5151.626114082
"386",704,106,1,5422.4274911032
"387",704,107,4,5244.16162065895
"388",704,108,2,5180.3303650935
"389",704,109,0,5139.784
"390",704,110,3,5106.81595365419
"391",704,111,2,5259.28844444444
"392",705,1,2,5068.72516875603
"393",705,2,0,4821.22974176313
"394",705,3,1,4799.72528940338
"395",705,4,4,4990.87254901961
"396",705,5,3,4805.05772994129
"397",705,6,5,4914.15733333333
"398",705,7,1,4646.71984805318
"399",705,8,5,4776.60507569012
"400",705,10,0,4781.27085285848
"401",705,11,4,4848.74021352313
"402",705,12,2,4873.5308988764
"403",705,13,1,4387.65035587189
"404",705,14,2,4564.9059714795
"405",705,15,5,4540.24662162162
"406",705,16,3,4528.54598214286
"407",705,17,0,4355.83893557423
"408",705,18,4,4549.96349065004
"409",705,19,2,4388.33333333333
"410",705,20,5,4380.60062333037
"411",705,21,4,4630.4937439846
"412",705,22,0,4457.62722419929
"413",705,23,1,4548.49607458292
"414",705,24,3,4547.09366636931
"415",705,25,4,4240.01185958254
"416",705,26,2,4211.48508180943
"417",705,27,5,4204.74068627451
"418",705,28,1,4277.76916221034
"419",705,29,3,4257.53414634146
"420",705,30,0,4195.94479073909
"421",705,31,3,4337.72448015123
"422",705,32,1,4018.59964412811
"423",705,33,5,4323.88331854481
"424",705,34,2,4148.98464491363
"425",705,35,4,4281.99241748439
"426",705,36,0,4079.84200567644
"427",705,37,2,4130.29073909172
"428",705,38,0,3875.42933723197
"429",705,39,4,4229.11373773417
"430",705,40,3,4046.23843248347
"431",705,41,1,4114.30758928571
"432",705,42,5,4102.99854791868
"433",705,43,2,4269.50133333333
"434",705,44,4,4380.16747809153
"435",705,45,5,4413.65909090909
"436",705,46,1,4322.86932938856
"437",705,47,0,3852.36877224199
"438",705,48,3,4236.86007827789
"439",705,49,1,3949.49110320285
"440",705,50,0,3939.15034280118
"441",705,51,5,4075.64616755793
"442",705,52,2,4067.40359168242
"443",705,53,4,4099.5787366548
"444",705,54,3,4121.10404624277
"445",705,75,4,4161.90531716418
"446",705,76,3,3960.815625
"447",705,77,1,3962.31813819578
"448",705,78,0,3705.15316117542
"449",705,79,5,4117.61603773585
"450",705,80,3,4123.15254237288
"451",705,81,0,3669.99465240642
"452",705,82,2,3904.37524366472
"453",705,83,1,3948.77644444444
"454",705,84,4,4037.19024390244
"455",705,85,3,3883.58993766696
"456",705,86,4,3880.46625475285
"457",705,87,1,3853.89982190561
"458",705,88,5,4008.35135135135
"459",705,89,0,3749.60409252669
"460",705,90,2,3995.24435028249
"461",705,91,1,3745.37722419929
"462",705,92,0,3683.88454706927
"463",705,93,5,4112.0927734375
"464",705,94,4,3779.98260481713
"465",705,95,2,4205.31272241993
"466",705,96,3,3922.0527589545
"467",705,97,0,4041.49911032028
"468",705,98,4,3923.10962566845
"469",705,99,3,3885.4816955684
"470",705,100,2,4174.69111111111
"471",705,101,5,4258.96088888889
"472",705,102,1,4199.56767586821
"473",705,103,2,4232.8232413179
"474",705,104,1,4057.537299339
"475",705,105,4,3842.63080357143
"476",705,106,0,4019.03274682307
"477",705,107,3,4059.96743978591
"478",705,108,5,4233.12288512912
"479",705,109,4,4227.51353874883
"480",705,110,5,4211.51868327402
"481",705,111,1,4232.76803205699
"482",705,112,0,3848.05300187617
"483",705,113,3,4076.86583184258
"484",705,114,2,3962.15285714286
"485",705,115,3,4001.44746215494
"486",705,116,2,4109.79920212766
"487",705,117,1,4083.788
"488",705,118,0,4343.59285714286
"489",705,119,4,4396.20933333333
"490",705,120,5,4236.61830357143
"491",706,1,5,6112.73946360153
"492",706,2,3,6035.84982174688
"493",706,3,1,6060.5711627907
"494",706,4,0,5759.87834224599
"495",706,5,2,5980.70792520036
"496",706,6,4,6075.43021032505
"497",706,7,0,5774.00578291815
"498",706,8,3,5980.97951914515
"499",706,9,1,5992.58574181118
"500",706,10,4,6119.84505788068
"501",706,11,5,5909.58021133525
"502",706,12,2,5972.97108540925
"503",706,13,5,5885.79188948307
"504",706,14,2,5693.76048171276
"505",706,15,3,5621.60711111111
"506",706,16,4,5902.92825311943
"507",706,17,0,5161.14507542147
"508",706,18,1,5650.56361209964
"509",706,19,4,5799.42876224399
"510",706,20,0,5545.46837209302
"511",706,21,2,5447.16370106762
"512",706,22,5,5730.99554764025
"513",706,23,3,5607.38612099644
"514",706,24,1,5501.34
"515",706,25,4,5790.47642348754
"516",706,26,3,5472.52096342551
"517",706,27,0,5153.15803571429
"518",706,28,2,5559.28336298932
"519",706,29,5,5839.29010695187
"520",706,30,1,5161.14228367529
"521",706,31,5,5361.47642348754
"522",706,32,2,5446.64203027605
"523",706,33,0,5288.30909901873
"524",706,34,4,5529.60952804987
"525",706,35,1,5322.70914742451
"526",706,36,3,5609.39616755793
"527",706,37,0,5517.40374331551
"528",706,38,5,5371.57918149466
"529",706,39,4,5725.98305084746
"530",706,40,3,5722.49241748439
"531",706,41,1,5518.04848754448
"532",706,42,2,5720.26069518717
"533",706,43,1,5591.55693950178
"534",706,44,5,5566.28125
"535",706,45,2,5620.01157613535
"536",706,46,0,5281.22468916519
"537",706,47,4,5514.04363312556
"538",706,48,3,5575.86743772242
"539",706,49,4,5672.55347593583
"540",706,50,3,5410.54407836153
"541",706,51,0,5832.22147950089
"542",706,52,5,5789.96482635797
"543",706,53,1,5397.39234875445
"544",706,54,2,5652.87020517395
"545",706,55,3,5092.15364120781
"546",706,56,4,5297.62667261374
"547",706,57,1,5461.34608540925
"548",706,58,2,5270.04719501336
"549",706,59,5,5228.0656424581
"550",706,60,0,5258.04853072128
"551",706,61,5,5296.59848484848
"552",706,62,4,5718.42564559216
"553",706,63,0,5484.1953125
"554",706,64,1,5337.49111111111
"555",706,65,3,5126.88859180036
"556",706,66,2,5503.44790739092
"557",706,67,4,5586.43878462913
"558",706,68,1,5126.23864648264
"559",706,69,2,5470.82339857651
"560",706,70,5,5771.43694493783
"561",706,71,0,5030.78666666667
"562",706,72,3,5163.148
"563",706,73,5,5249.19288888889
"564",706,74,4,5323.45896520963
"565",706,75,3,5602.10008896797
"566",706,76,0,5441.40160284951
"567",706,77,2,5572.75
"568",706,78,1,5631.65644444444
"569",706,79,4,5904.05644444444
"570",706,80,1,5254.8054318789
"571",706,81,5,5549.8161175423
"572",706,82,0,5358.40803571429
"573",706,83,2,5764.61675579323
"574",706,84,3,5265.41445427729
"575",706,85,5,6006.63490650045
"576",706,86,3,5689.26426024955
"577",706,87,4,5715.0298573975
"578",706,88,2,5474.08642578125
"579",706,89,0,5394.90302491103
"580",706,90,1,5419.42818911686
"581",706,91,2,5748.23330365094
"582",706,92,3,5774.57359500446
"583",706,93,1,5426.636485281
"584",706,94,0,5453.7685102587
"585",706,95,5,5691.45280498664
"586",706,96,4,5646.99688334817
"587",706,97,5,5766.22872340426
"588",706,98,2,5673.98573975045
"589",706,99,4,5707.38023152271
"590",706,100,0,5451.07288629738
"591",706,101,1,5753.00177619893
"592",706,102,3,5842.83957219251
"593",706,103,4,5706.98797862867
"594",706,104,3,5946.6165480427
"595",706,105,0,5735.93505338078
"596",706,106,1,5755.50133451957
"597",706,107,2,6129.55976806423
"598",706,108,5,6052.97903657449
"599",706,109,2,6089.06539145907
"600",706,110,3,6107.24309884239
"601",706,111,1,5903.82991985752
"602",706,112,0,5584.636485281
"603",706,113,4,5972.3462657614
"604",706,114,5,6015.54973357016
"605",706,115,1,5853.49866666667
"606",706,116,0,5956.28113879004
"607",706,117,3,6346.0953654189
"608",706,118,4,6285.71677074041
"609",706,119,2,6134.16280107047
"610",706,120,5,6447.76601423488
"611",707,1,4,5916.18003913894
"612",707,2,2,5502.09759358289
"613",707,3,0,5579.8373605948
"614",707,4,1,5740.70963425513
"615",707,5,3,5792.51788908766
"616",707,6,5,5653.03491620112
"617",707,7,0,5472.45093666369
"618",707,8,1,5555.58815672306
"619",707,9,2,5286.65285204991
"620",707,10,4,5494.36952636282
"621",707,11,3,5697.76067615658
"622",707,12,5,5481.34266409266
"623",707,13,3,5448.83437779767
"624",707,14,1,5430.10606060606
"625",707,15,0,5122.87800534283
"626",707,16,4,5466.23585810163
"627",707,17,5,5519.00800711744
"628",707,18,2,5534.89003759398
"629",707,19,3,5484.69830659537
"630",707,20,0,5295.22802734375
"631",707,21,1,5580.86788256228
"632",707,22,2,5367.83556149733
"633",707,23,4,5481.71785714286
"634",707,24,5,5678.90338379341
"635",707,25,0,5193.438057041
"636",707,26,5,5437.35
"637",707,27,3,5567.33971504898
"638",707,28,1,5325.82269155206
"639",707,29,4,5896.70409982175
"640",707,30,2,5751.51517857143
"641",707,31,0,5311.44073083779
"642",707,32,2,5780.82260947274
"643",707,33,5,5484.82177777778
"644",707,34,1,5524.19217081851
"645",707,35,3,5738.01733333333
"646",707,36,4,5822.66607142857
"647",707,37,3,5777.96830357143
"648",707,38,2,5416.93455031167
"649",707,39,5,5381.80642283675
"650",707,40,4,5127.24028436019
"651",707,41,1,5730.5262455516
"652",707,42,0,5555.32709447415
"653",707,43,2,5519.89670525378
"654",707,44,0,4639.98780487805
"655",707,45,5,5357.93226381462
"656",707,46,3,5184.10284951024
"657",707,47,4,5480.59455587393
"658",707,48,1,5349.67869875223
"659",707,49,5,5572.63565891473
"660",707,50,4,5681.90259159964
"661",707,51,0,5119.78686327078
"662",707,52,3,5061.66061452514
"663",707,53,1,5543.9732381802
"664",707,54,2,5813.44429590018
"665",707,55,4,5788.92488888889
"666",707,56,5,5134.6327077748
"667",707,57,1,5305.40361445783
"668",707,58,3,5404.10418521817
"669",707,59,2,5227.19652406417
"670",707,60,0,4782.90900981267
"671",707,61,1,4768.25858684985
"672",707,62,5,5422.53705357143
"673",707,63,4,5229.64362176628
"674",707,64,0,5187.59980713597
"675",707,65,2,5481.06672597865
"676",707,66,3,5278.11840929401
"677",707,67,5,5481.8453976765
"678",707,68,1,5602.41436217663
"679",707,69,4,5667.05369458128
"680",707,70,0,5227.96956132498
"681",707,71,2,5477.13752455796
"682",707,72,3,5498.79794826048
"683",707,73,1,5397.0580875782
"684",707,74,4,5249.75848214286
"685",707,75,2,5499.82126899017
"686",707,76,0,5296.74019607843
"687",707,77,3,5210.58742194469
"688",707,78,5,5400.01917930419
"689",707,79,4,5467.63607878245
"690",707,80,1,5051.15777777778
"691",707,81,0,5249.14666666667
"692",707,82,2,5572.28952473327
"693",707,83,3,5527.66071428571
"694",707,84,5,5734.04537366548
"695",707,85,1,5475.77629233512
"696",707,86,4,5647.62410714286
"697",707,87,5,5753.97261567516
"698",707,88,3,5390.78914590747
"699",707,89,0,5476.5810546875
"700",707,90,2,5462.92908117752
"701",707,91,4,5773.51919642857
"702",707,92,1,5580.96044444444
"703",707,93,2,5496.6673151751
"704",707,94,0,5078.5816235504
"705",707,95,5,5783.01911111111
"706",707,96,3,5657.80988423865
"707",707,97,4,5720.41470311027
"708",707,98,5,6050.69288888889
"709",707,99,1,5691.14336598397
"710",707,100,2,6058.87877358491
"711",707,101,3,5872.74331550802
"712",707,102,0,5361.807357212
"713",707,103,5,5693.92876224399
"714",707,104,2,5531.43683274021
"715",707,105,4,5546.88625592417
"716",707,106,3,5982.32948490231
"717",707,107,1,5532.35247432306
"718",707,108,0,5614.2196969697
"719",707,109,1,5735.96119842829
"720",707,110,2,5913.93226381462
"721",707,111,3,6068.60918003565
"722",707,112,5,5994.96442495127
"723",707,113,0,4709.45811051693
"724",707,114,4,6073.04233511586
"725",707,115,0,6105.53978906999
"726",707,116,5,5964.13921217547
"727",707,117,4,5989.52232142857
"728",707,118,3,6019.2459485224
"729",707,119,1,6146.63660714286
"730",707,120,2,5960.55688888889
"731",708,1,3,5577.3978805395
"732",708,2,1,5311.28297682709
"733",708,3,2,5505.23042704626
"734",708,4,4,5621.92882562278
"735",708,5,0,4817.16978609626
"736",708,6,5,5711.82894736842
"737",708,7,2,5386.42304270463
"738",708,8,0,4879.08771148709
"739",708,9,5,5307.06272241993
"740",708,10,3,5367.48309859155
"741",708,11,1,5079.09919928826
"742",708,12,4,5317.08689839572
"743",708,13,1,5294.14005352364
"744",708,14,4,5204.1678539626
"745",708,15,5,5503.15702846975
"746",708,16,0,4789.13636363636
"747",708,17,2,5415.75602140946
"748",708,18,3,5059.61620658949
"749",708,19,1,4996.69241071429
"750",708,20,4,5179.6599642538
"751",708,21,2,5098.72569134701
"752",708,22,3,4683.97417631345
"753",708,23,5,5291.91903914591
"754",708,24,0,5111.97593582888
"755",708,25,2,5301.05971479501
"756",708,26,1,5339.89741302409
"757",708,27,4,5229.29448398577
"758",708,28,5,5429.54537366548
"759",708,29,0,5072.21581769437
"760",708,30,3,5039.46721311475
"761",708,31,0,4695.79188948307
"762",708,32,3,4892.545941124
"763",708,33,5,4806.12010676157
"764",708,34,4,5038.68656716418
"765",708,35,1,4386.90418894831
"766",708,36,2,4808.27142857143
"767",708,37,4,4873.50843694494
"768",708,38,5,5382.5702775291
"769",708,39,2,5002.02142857143
"770",708,40,0,4493.13458110517
"771",708,41,1,5560.94961612284
"772",708,42,3,5546.76833631485
"773",708,43,2,5317.51737967914
"774",708,44,3,5237.92756349953
"775",708,45,4,4943.28272484417
"776",708,46,1,4740.07894736842
"777",708,47,5,5122.45951957295
"778",708,48,0,4269.71777777778
"779",708,49,1,5368.12366071429
"780",708,50,3,5381.5409252669
"781",708,51,0,5309.68092691622
"782",708,52,4,5341.66770462633
"783",708,53,2,5196.21225577265
"784",708,54,5,5235.87399463807
"785",708,55,2,5471.33689839572
"786",708,56,1,5220.02542372881
"787",708,57,4,5495.23456790123
"788",708,58,5,5387.4406779661
"789",708,59,3,5385.30436720143
"790",708,60,0,4568.90444444444
"791",708,61,3,5371.34857142857
"792",708,62,4,5093.02715939448
"793",708,63,1,5188.95584299732
"794",708,64,2,5389.88124410933
"795",708,65,5,5272.60080285459
"796",708,66,0,5157.73769024172
"797",708,67,2,5288.78356031128
"798",708,68,4,5218.72771836007
"799",708,69,3,5312.10115864528
"800",708,70,1,5315.5195903829
"801",708,71,5,5441.24309884239
"802",708,72,0,4800.91464597478
"803",708,73,4,5493.24131789849
"804",708,74,5,4824.58199643494
"805",708,75,3,5388.61313518696
"806",708,76,1,4932.8233719893
"807",708,77,2,5278.15735294118
"808",708,78,0,5486.62655971479
"809",708,79,4,5556.58616071429
"810",708,80,0,5525.86152416357
"811",708,81,3,5467.75423728814
"812",708,82,5,2906.03918076581
"813",708,83,1,5455.02096342551
"814",708,84,2,5567.04456327986
"815",708,85,1,5189.78590544157
"816",708,87,3,5003.63661971831
"817",708,88,5,4965.4804096171
"818",708,89,2,5257.22039180766
"819",708,90,0,5184.25734639359
"820",708,91,5,4993.57263814617
"821",708,92,0,4470.74017857143
"822",708,93,2,4812.57648725212
"823",708,94,1,4981.85982142857
"824",708,95,4,5080.85918003565
"825",708,96,3,4694.28832442068
"826",708,97,1,4798.30330062444
"827",708,98,0,4963.56026785714
